"Date","Temp_Forecast","Temp_Lower80","Temp_Upper80","Rain_Forecast","Rain_Lower80","Rain_Upper80"
2024-07-01,26.6989722918211,26.3072602211543,27.0906843624878,225.751924031505,105.260550453555,346.243297609455
2024-08-01,26.4943379306779,26.0238658215984,26.9648100397574,210.718304124076,87.3336299972055,334.102978250946
2024-09-01,26.3228423815398,25.82145108432,26.8242336787596,302.629878061459,176.670722634169,428.589033488749
2024-10-01,26.2073386224704,25.6928646627041,26.7218125822368,346.163343413917,220.180408125278,472.146278702555
2024-11-01,25.9567214510446,25.4365813955806,26.4768615065086,278.609284657914,152.602573995639,404.61599532019
2024-12-01,25.8337779316342,25.3111923038641,26.3563635594044,264.51234172619,138.48186017545,390.54282327693
2025-01-01,25.7131047217615,25.1895361738193,26.2366732697037,196.130289227959,70.0760412713886,322.184537184529
2025-02-01,26.2859093739362,25.7618545302025,26.80996421767,178.307713301544,52.2297034192434,304.385723183845
2025-03-01,27.0161178314934,26.4918479307068,27.54038773228,176.229068854027,50.1273015235624,302.330836184491
2025-04-01,27.3000693848894,26.7757043779968,27.824434391782,195.267797592296,69.1422772887045,321.393317895887
2025-05-01,27.2120334013774,26.6876264076344,27.7364403951204,312.065746284533,185.916477480323,438.215015088742
2025-06-01,26.9717550696149,26.4473297181191,27.4961804211108,229.805687460953,103.632674626108,355.978700295797
2025-07-01,26.7369433640269,26.2116176650188,27.262269063035,253.271620310289,123.851949795774,382.691290824804
2025-08-01,26.4897453080905,25.9640229719328,27.0154676442483,217.077437520183,87.3944466283114,346.760428412054
2025-09-01,26.34718723871,25.8212924809368,26.8730819964833,410.83358283251,280.904593822518,540.762571842501
2025-10-01,26.190745860383,25.6647816414508,26.7167100793152,362.950275658655,232.987046291753,492.913505025557
2025-11-01,25.9374762540082,25.4114967276407,26.4634557803757,337.019070713446,207.021610008287,467.016531418605
2025-12-01,25.7983330164906,25.2723815839946,26.3242844489867,308.479380819768,178.447697787882,438.511063851655
2026-01-01,25.6339537489133,25.108093546988,26.1598139508386,229.781614270967,99.715717916771,359.847510625163
2026-02-01,26.1904226702107,25.6645595417459,26.7162857986754,166.724491635702,36.6243909565097,296.824592314894
2026-03-01,26.9219536654346,26.3960892577289,27.4478180731403,178.30072362053,48.1664276065609,308.435019634499
2026-04-01,27.2590196552218,26.7331547174114,27.7848845930323,227.441730768362,97.2732484027492,357.610213133975
2026-05-01,27.2286948256889,26.7028297347219,27.754559916656,397.360967127559,267.15830738636,527.563626868757
2026-06-01,26.9784707212805,26.4526057465724,27.5043356959886,188.705390510459,58.4685623626655,318.942218658252
2024-07-01,26.7342959942027,26.2081010011469,27.2604909872584,241.146058329065,99.0810464873775,383.211070170752
2024-08-01,26.5473552825489,26.0210153572522,27.0736952078456,227.239961901146,84.4020952523947,370.077828549897
2024-09-01,26.3162463760375,25.789844711535,26.8426480405399,306.237249342474,162.686235734275,449.788262950672
2024-10-01,26.1226133841858,25.5961897999969,26.6490369683746,313.105923051742,169.497073982834,456.714772120649
2024-11-01,25.8969753370025,25.3705542580211,26.423396415984,280.521932765186,136.855271518217,424.188594012156
2024-12-01,25.8014377293745,25.2750453399302,26.3278301188188,268.663321785322,124.938871614842,412.387771955802
2025-01-01,25.653062141144,25.1267447758972,26.1793795063908,224.207367926141,80.4251520586635,367.989583793618
2025-02-01,26.2908222387948,25.7645038116502,26.8171406659394,203.31424611255,59.4742877466037,347.154204478495
2025-03-01,26.980582884744,26.454264000255,27.5069017692329,205.018341905188,61.1206642113759,348.916019599
2025-04-01,27.3047072537746,26.7783881953923,27.8310263121569,223.351949080298,79.3965752013508,367.307322959244
2025-05-01,27.2486285311961,26.7223094602801,27.774947602112,307.049271286367,163.036224337201,451.062318235532
2025-06-01,26.9741471292577,26.4478281983666,27.5004660601488,228.637813626175,84.567116693948,372.708510558403
2025-07-01,26.7304197209854,26.2008164574852,27.2600229844855,249.456871372386,102.998157645744,395.915585099028
2025-08-01,26.5426142473491,26.0115650162418,27.0736634784563,231.996220877924,85.2621489103547,378.730292845494
2025-09-01,26.3164210357043,25.7847355961318,26.8481064752768,326.463545534803,179.468318974452,473.458772095155
2025-10-01,26.1306127232191,25.5986515588148,26.6625738876235,308.890500002883,161.825565925584,455.955434080182
2025-11-01,25.9027484290015,25.3706779323973,26.4348189256058,291.432772889053,144.298164319922,438.567381458185
2025-12-01,25.8050012527208,25.2729109576254,26.3370915478162,277.469343117372,130.265093034629,424.673593200115
2026-01-01,25.6599115596939,25.1278770882356,26.1919460311523,236.393895212668,89.1200365477508,383.667753877585
2026-02-01,26.2920485130317,25.7600033041459,26.8240937219174,206.703395979161,59.3599616168344,354.046830341488
2026-03-01,26.9854656593851,26.453415711572,27.5175156071982,211.687825180523,64.2748479589894,359.100802402058
2026-04-01,27.3050046446808,26.7729526291162,27.8370566602453,235.274631486263,87.7921441972705,382.757118775255
2026-05-01,27.2450074149173,26.7129545509883,27.7770602788462,321.274018641168,173.722054030123,468.825983252212
2026-06-01,26.9738118736255,26.4417587850795,27.5058649621716,220.999282921868,73.3778736879425,368.620692155794
