"Date","Temp_Forecast","Temp_Lower80","Temp_Upper80","Rain_Forecast","Rain_Lower80","Rain_Upper80"
2024-07-01,28.1047641070862,27.3214876547943,28.8880405593781,54.4199833260999,-48.1459137877512,156.985880439951
2024-08-01,28.2675109315658,27.3907132947534,29.1443085683782,40.6979826878381,-65.6437707450789,147.039736120755
2024-09-01,27.9669426448878,27.0680228835876,28.8658624061881,103.85795974122,-4.8128300931521,212.528749575592
2024-10-01,26.8474480863513,25.9430253686763,27.7518708040264,302.063404724977,193.392614890605,410.734194559349
2024-11-01,25.3067469781737,24.4009737792263,26.2125201771211,382.837654158182,274.168074271724,491.507234044639
2024-12-01,24.9407849378233,24.0348155198433,25.8467543558034,265.817783591835,157.150109617842,374.485457565828
2025-01-01,24.8826660820071,23.9772210263119,25.7881111377022,155.902626891794,47.2603740397667,264.544879743821
2025-02-01,25.4049246749069,24.4994571894396,26.3103921603742,66.1937954989465,-42.4484573511738,174.836048349067
2025-03-01,26.5160989833028,25.6106258224874,27.4215721441183,88.0546148069664,-20.5876380423388,196.696867656272
2025-04-01,27.0909702683843,26.1854956732695,27.996444863499,152.646980243677,44.0047273943714,261.289233092982
2025-05-01,27.8559171298296,26.9504421790916,28.7613920805676,146.791712774954,38.1494599256491,255.43396562426
2025-06-01,28.6997852427322,27.7943102309642,29.6052602545001,46.9402540748588,-61.7019987744464,155.582506924164
2025-07-01,28.7491167298542,27.843080730261,29.6551527294473,66.2961794213498,-46.1091448053262,178.701503648026
2025-08-01,28.2884948730068,27.3823173795958,29.1946723664178,72.2212469346306,-40.461179630274,184.903673499535
2025-09-01,28.1085305513915,27.2023188779362,29.0147422248467,95.1690598464526,-17.6889317175381,208.027051410443
2025-10-01,26.8573421023109,25.9511281886448,27.763556015977,282.989132397685,170.131140833694,395.847123961676
2025-11-01,25.327864846808,24.4216756932301,26.2340540003858,329.440002644862,216.583425178405,442.296580111318
2025-12-01,24.9062668180477,24.0001840239926,25.8123496121028,220.252306654386,107.397956681302,333.10665662747
2026-01-01,24.8402662092708,23.9346059986934,25.7459264198483,127.302962893301,14.4783237671755,240.127602019427
2026-02-01,25.2873498447963,24.3816895943613,26.1930100952312,86.6435296858509,-26.1811094380458,199.468168809748
2026-03-01,26.360004170544,25.4543439103466,27.2656644307413,98.4624615747557,-14.3621775481885,211.2871006977
2026-04-01,27.0400543655786,26.1343941041893,27.9457146269678,153.457005620294,40.6323664973497,266.281644743238
2026-05-01,27.810680578251,26.9050203216115,28.7163408348904,132.60078822737,19.7761491044259,245.425427350314
2026-06-01,28.9401694198898,28.0345091844139,29.8458296553658,50.3607207379875,-62.4639183849566,163.185359860932
2024-07-01,28.8473270175145,27.9397316206652,29.7549224143638,68.3058156349283,-44.5696938225154,181.181325092372
2024-08-01,28.6809072615725,27.7728230707141,29.588991452431,73.0820031774666,-39.7973197751838,185.961326130117
2024-09-01,27.9498227922799,27.0416159376852,28.8580296468746,93.4524430047323,-19.4293008737262,206.334186883191
2024-10-01,26.5796457884384,25.6714117885921,27.4878797882846,291.733837469952,178.852093591493,404.61558134841
2024-11-01,25.2896265418021,24.3814010550704,26.1978520285338,345.954257321907,233.073536104695,458.834978539118
2024-12-01,24.9571787266892,24.0490161835501,25.8653412698284,238.424386672424,125.545276349026,351.303496995821
2025-01-01,24.9116097779534,24.0037034325,25.8195161234068,134.179233001532,21.3216083283559,247.036857674709
2025-02-01,25.5677531529763,24.6598466752437,26.4756596307088,83.5954137572797,-29.2622109142849,196.453038428844
2025-03-01,26.5996660525798,25.6917595415702,27.5075725635894,97.5158348954242,-15.3417897754515,210.3734595663
2025-04-01,27.2807865914315,26.3728800727773,28.1886931100857,153.531166457434,40.6735417865587,266.38879112831
2025-05-01,27.8554373401256,26.9475308226042,28.7633438576471,139.071357432418,26.2137327615421,251.928982103294
2025-06-01,28.6892167168038,27.7813102116896,29.597123221918,47.5330854624624,-65.3245392084133,160.390710133338
2025-07-01,28.7774842247688,27.8619868344992,29.6929816150385,66.4312363710686,-47.255542544025,180.118015286162
2025-08-01,28.6928578073312,27.7754497841315,29.6102658305309,67.6512826252255,-46.0974253191489,181.3999905696
2025-09-01,28.0298138868078,27.1119241901355,28.9477035834802,94.7988761626781,-18.9891298576412,208.586882182997
2025-10-01,26.707656287052,25.7896494284327,27.6256631456713,295.962254042405,182.174248022086,409.750260062725
2025-11-01,25.3746296764917,24.4566116920192,26.2926476609642,356.981323845179,243.194258890549,470.768388799809
2025-12-01,25.0388091759927,24.120861565713,25.9567567862725,248.249013521966,134.463430930495,362.034596113436
2026-01-01,24.9914384291566,24.073797918699,25.9090789396142,139.885072840205,26.1192614168525,253.650884263557
2026-02-01,25.6279892417475,24.7103482389275,26.5456302445675,79.7055980035877,-34.0602134182813,193.471409425457
2026-03-01,26.6749552652708,25.7573141380941,27.5925963924475,95.5976242998267,-18.1681871214085,209.363435721062
2026-04-01,27.3336696445042,26.4160284867934,28.251310802215,153.396911135019,39.6310997137836,267.162722556254
2026-05-01,27.9403771361304,27.0227359743861,28.8580182978748,142.213631177741,28.4478197565061,255.979442598977
2026-06-01,28.7639857983472,27.8463446501761,29.6816269465182,46.6467309100243,-67.1190805112109,160.412542331259
